anxiety_fear_panic	type	code	probe	text	effect	detail	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	love_vs_fear	PC1_normalized	PC2_normalized	PC3_normalized	PC4_normalized	PC5_normalized	PC6_normalized	PC7_normalized	PC8_normalized	PC9_normalized	PC10_normalized
Effect Labels	jj_rep	D	anethole	5	5		-10.164206671052757	-2.670365296640378	-0.010514574289156944	-8.513770981577975	-0.07089208918209315	0.4032368159450134	-0.2321408630618386	0.1302120636628261	-1.0432300516377364	-1.3822819391997845	jj_probe	0.15588201141725988	0.3753144220214037	0.567175179105575	0.1967266059209247	0.363622769684106	0.4964226718002277	0.5129343069915235	0.5372036483709506	0.5543453794168435	0.2910939251451268
Effect Labels	jj_rep	D	anethole	5	5		-10.164206671052757	-2.670365296640378	-0.010514574289156944	-8.513770981577975	-0.07089208918209315	0.4032368159450134	-0.2321408630618386	0.1302120636628261	-1.0432300516377364	-1.3822819391997845	jj_probe	0.15588201141725988	0.3753144220214037	0.567175179105575	0.1967266059209247	0.363622769684106	0.4964226718002277	0.5129343069915235	0.5372036483709506	0.5543453794168435	0.2910939251451268
Effect Labels	jj_rep	D	anethole	5	5		-10.164206671052757	-2.670365296640378	-0.010514574289156944	-8.513770981577975	-0.07089208918209315	0.4032368159450134	-0.2321408630618386	0.1302120636628261	-1.0432300516377364	-1.3822819391997845	jj_probe	0.15588201141725988	0.3753144220214037	0.567175179105575	0.1967266059209247	0.363622769684106	0.4964226718002277	0.5129343069915235	0.5372036483709506	0.5543453794168435	0.2910939251451268
Effect Labels	jj_rep	D	anethole	5	5		-10.164206671052757	-2.670365296640378	-0.010514574289156944	-8.513770981577975	-0.07089208918209315	0.4032368159450134	-0.2321408630618386	0.1302120636628261	-1.0432300516377364	-1.3822819391997845	jj_probe	0.15588201141725988	0.3753144220214037	0.567175179105575	0.1967266059209247	0.363622769684106	0.4964226718002277	0.5129343069915235	0.5372036483709506	0.5543453794168435	0.2910939251451268
Effect Labels	jj_rep	D	anethole	5	5		-10.164206671052757	-2.670365296640378	-0.010514574289156944	-8.513770981577975	-0.07089208918209315	0.4032368159450134	-0.2321408630618386	0.1302120636628261	-1.0432300516377364	-1.3822819391997845	jj_probe	0.15588201141725988	0.3753144220214037	0.567175179105575	0.1967266059209247	0.363622769684106	0.4964226718002277	0.5129343069915235	0.5372036483709506	0.5543453794168435	0.2910939251451268
Effect Labels	jj_rep	D	anethole	5	5		-10.164206671052757	-2.670365296640378	-0.010514574289156944	-8.513770981577975	-0.07089208918209315	0.4032368159450134	-0.2321408630618386	0.1302120636628261	-1.0432300516377364	-1.3822819391997845	jj_probe	0.15588201141725988	0.3753144220214037	0.567175179105575	0.1967266059209247	0.363622769684106	0.4964226718002277	0.5129343069915235	0.5372036483709506	0.5543453794168435	0.2910939251451268
Effect Labels	jj_rep	D	anethole	5	5		-10.164206671052757	-2.670365296640378	-0.010514574289156944	-8.513770981577975	-0.07089208918209315	0.4032368159450134	-0.2321408630618386	0.1302120636628261	-1.0432300516377364	-1.3822819391997845	jj_probe	0.15588201141725988	0.3753144220214037	0.567175179105575	0.1967266059209247	0.363622769684106	0.4964226718002277	0.5129343069915235	0.5372036483709506	0.5543453794168435	0.2910939251451268
Effect Labels	jj_rep	A	a-pinene	11	11		-10.052955566288487	-2.7814599711648897	-2.5771747859705663	-7.883469177434527	7.637593018347979	1.4710178496346442	0.8492174279242563	1.1030148541082565	-0.3804208558358317	2.4201107555905064	jj_probe	0.1590841386993298	0.3710154871162776	0.4596129512905698	0.2196021858866981	0.6299208855667263	0.5340606043724748	0.5642525189428542	0.5868889823660247	0.58143809916736	0.48807085632098024
Effect Labels	jj_rep	A	a-pinene	11	11		-10.052955566288487	-2.7814599711648897	-2.5771747859705663	-7.883469177434527	7.637593018347979	1.4710178496346442	0.8492174279242563	1.1030148541082565	-0.3804208558358317	2.4201107555905064	jj_probe	0.1590841386993298	0.3710154871162776	0.4596129512905698	0.2196021858866981	0.6299208855667263	0.5340606043724748	0.5642525189428542	0.5868889823660247	0.58143809916736	0.48807085632098024
Effect Labels	jj_rep	A	a-pinene	11	11		-10.052955566288487	-2.7814599711648897	-2.5771747859705663	-7.883469177434527	7.637593018347979	1.4710178496346442	0.8492174279242563	1.1030148541082565	-0.3804208558358317	2.4201107555905064	jj_probe	0.1590841386993298	0.3710154871162776	0.4596129512905698	0.2196021858866981	0.6299208855667263	0.5340606043724748	0.5642525189428542	0.5868889823660247	0.58143809916736	0.48807085632098024
Effect Labels	jj_rep	A	a-pinene	11	11		-10.052955566288487	-2.7814599711648897	-2.5771747859705663	-7.883469177434527	7.637593018347979	1.4710178496346442	0.8492174279242563	1.1030148541082565	-0.3804208558358317	2.4201107555905064	jj_probe	0.1590841386993298	0.3710154871162776	0.4596129512905698	0.2196021858866981	0.6299208855667263	0.5340606043724748	0.5642525189428542	0.5868889823660247	0.58143809916736	0.48807085632098024
Effect Labels	jj_rep	A	a-pinene	11	11		-10.052955566288487	-2.7814599711648897	-2.5771747859705663	-7.883469177434527	7.637593018347979	1.4710178496346442	0.8492174279242563	1.1030148541082565	-0.3804208558358317	2.4201107555905064	jj_probe	0.1590841386993298	0.3710154871162776	0.4596129512905698	0.2196021858866981	0.6299208855667263	0.5340606043724748	0.5642525189428542	0.5868889823660247	0.58143809916736	0.48807085632098024
Effect Labels	jj_rep	A	a-pinene	11	11		-10.052955566288487	-2.7814599711648897	-2.5771747859705663	-7.883469177434527	7.637593018347979	1.4710178496346442	0.8492174279242563	1.1030148541082565	-0.3804208558358317	2.4201107555905064	jj_probe	0.1590841386993298	0.3710154871162776	0.4596129512905698	0.2196021858866981	0.6299208855667263	0.5340606043724748	0.5642525189428542	0.5868889823660247	0.58143809916736	0.48807085632098024
Effect Labels	jj_rep	A	a-pinene	11	11		-10.052955566288487	-2.7814599711648897	-2.5771747859705663	-7.883469177434527	7.637593018347979	1.4710178496346442	0.8492174279242563	1.1030148541082565	-0.3804208558358317	2.4201107555905064	jj_probe	0.1590841386993298	0.3710154871162776	0.4596129512905698	0.2196021858866981	0.6299208855667263	0.5340606043724748	0.5642525189428542	0.5868889823660247	0.58143809916736	0.48807085632098024
Effect Labels	jj_rep	A	a-pinene	11	11		-10.052955566288487	-2.7814599711648897	-2.5771747859705663	-7.883469177434527	7.637593018347979	1.4710178496346442	0.8492174279242563	1.1030148541082565	-0.3804208558358317	2.4201107555905064	jj_probe	0.1590841386993298	0.3710154871162776	0.4596129512905698	0.2196021858866981	0.6299208855667263	0.5340606043724748	0.5642525189428542	0.5868889823660247	0.58143809916736	0.48807085632098024
Effect Labels	jj_rep	B	cassia	12	12		-7.4969025082795255	-0.7195616675578037	3.7270910424855113	-8.45190168563955	-1.4416345878667363	3.1278165072705	1.3578260066508623	0.8570240884112111	-4.714927633524296	-3.678607962562394	jj_probe	0.23265470906635335	0.4508029893177543	0.7238087627036138	0.19897203186983003	0.3162689589589121	0.5924606641173211	0.5883896463509731	0.5743251477703557	0.4042625588634113	0.17213639251548749
Effect Labels	jj_rep	B	cassia	12	12		-7.4969025082795255	-0.7195616675578037	3.7270910424855113	-8.45190168563955	-1.4416345878667363	3.1278165072705	1.3578260066508623	0.8570240884112111	-4.714927633524296	-3.678607962562394	jj_probe	0.23265470906635335	0.4508029893177543	0.7238087627036138	0.19897203186983003	0.3162689589589121	0.5924606641173211	0.5883896463509731	0.5743251477703557	0.4042625588634113	0.17213639251548749
Effect Labels	jj_rep	B	cassia	12	12		-7.4969025082795255	-0.7195616675578037	3.7270910424855113	-8.45190168563955	-1.4416345878667363	3.1278165072705	1.3578260066508623	0.8570240884112111	-4.714927633524296	-3.678607962562394	jj_probe	0.23265470906635335	0.4508029893177543	0.7238087627036138	0.19897203186983003	0.3162689589589121	0.5924606641173211	0.5883896463509731	0.5743251477703557	0.4042625588634113	0.17213639251548749
Effect Labels	jj_rep	B	cassia	12	12		-7.4969025082795255	-0.7195616675578037	3.7270910424855113	-8.45190168563955	-1.4416345878667363	3.1278165072705	1.3578260066508623	0.8570240884112111	-4.714927633524296	-3.678607962562394	jj_probe	0.23265470906635335	0.4508029893177543	0.7238087627036138	0.19897203186983003	0.3162689589589121	0.5924606641173211	0.5883896463509731	0.5743251477703557	0.4042625588634113	0.17213639251548749
Effect Labels	jj_rep	B	cassia	12	12		-7.4969025082795255	-0.7195616675578037	3.7270910424855113	-8.45190168563955	-1.4416345878667363	3.1278165072705	1.3578260066508623	0.8570240884112111	-4.714927633524296	-3.678607962562394	jj_probe	0.23265470906635335	0.4508029893177543	0.7238087627036138	0.19897203186983003	0.3162689589589121	0.5924606641173211	0.5883896463509731	0.5743251477703557	0.4042625588634113	0.17213639251548749
Effect Labels	jj_rep	B	cassia	12	12		-7.4969025082795255	-0.7195616675578037	3.7270910424855113	-8.45190168563955	-1.4416345878667363	3.1278165072705	1.3578260066508623	0.8570240884112111	-4.714927633524296	-3.678607962562394	jj_probe	0.23265470906635335	0.4508029893177543	0.7238087627036138	0.19897203186983003	0.3162689589589121	0.5924606641173211	0.5883896463509731	0.5743251477703557	0.4042625588634113	0.17213639251548749
Effect Labels	jj_rep	B	cassia	12	12		-7.4969025082795255	-0.7195616675578037	3.7270910424855113	-8.45190168563955	-1.4416345878667363	3.1278165072705	1.3578260066508623	0.8570240884112111	-4.714927633524296	-3.678607962562394	jj_probe	0.23265470906635335	0.4508029893177543	0.7238087627036138	0.19897203186983003	0.3162689589589121	0.5924606641173211	0.5883896463509731	0.5743251477703557	0.4042625588634113	0.17213639251548749
Effect Labels	jj_rep	B	cassia	12	12		-7.4969025082795255	-0.7195616675578037	3.7270910424855113	-8.45190168563955	-1.4416345878667363	3.1278165072705	1.3578260066508623	0.8570240884112111	-4.714927633524296	-3.678607962562394	jj_probe	0.23265470906635335	0.4508029893177543	0.7238087627036138	0.19897203186983003	0.3162689589589121	0.5924606641173211	0.5883896463509731	0.5743251477703557	0.4042625588634113	0.17213639251548749
Effect Labels	jj_rep	B	cassia	12	12		-7.4969025082795255	-0.7195616675578037	3.7270910424855113	-8.45190168563955	-1.4416345878667363	3.1278165072705	1.3578260066508623	0.8570240884112111	-4.714927633524296	-3.678607962562394	jj_probe	0.23265470906635335	0.4508029893177543	0.7238087627036138	0.19897203186983003	0.3162689589589121	0.5924606641173211	0.5883896463509731	0.5743251477703557	0.4042625588634113	0.17213639251548749
Effect Labels	jj_rep	C	geraniol	13	13		-7.975376450897473	3.321368861532557	-5.112589673700434	-6.044520752643966	-4.573325250329417	1.5069221350834499	3.9305841573632097	3.85856247519372	-1.700473840580981	-0.619442826479443	jj_probe	0.21888285063256122	0.6071713964898139	0.35336013585424	0.286343247815589	0.20808125264469143	0.535326185078762	0.7104854856101068	0.7276269667115204	0.5274801489788987	0.3306115971652838
Effect Labels	jj_rep	C	geraniol	13	13		-7.975376450897473	3.321368861532557	-5.112589673700434	-6.044520752643966	-4.573325250329417	1.5069221350834499	3.9305841573632097	3.85856247519372	-1.700473840580981	-0.619442826479443	jj_probe	0.21888285063256122	0.6071713964898139	0.35336013585424	0.286343247815589	0.20808125264469143	0.535326185078762	0.7104854856101068	0.7276269667115204	0.5274801489788987	0.3306115971652838
Effect Labels	jj_rep	C	geraniol	13	13		-7.975376450897473	3.321368861532557	-5.112589673700434	-6.044520752643966	-4.573325250329417	1.5069221350834499	3.9305841573632097	3.85856247519372	-1.700473840580981	-0.619442826479443	jj_probe	0.21888285063256122	0.6071713964898139	0.35336013585424	0.286343247815589	0.20808125264469143	0.535326185078762	0.7104854856101068	0.7276269667115204	0.5274801489788987	0.3306115971652838
Effect Labels	jj_rep	C	geraniol	13	13		-7.975376450897473	3.321368861532557	-5.112589673700434	-6.044520752643966	-4.573325250329417	1.5069221350834499	3.9305841573632097	3.85856247519372	-1.700473840580981	-0.619442826479443	jj_probe	0.21888285063256122	0.6071713964898139	0.35336013585424	0.286343247815589	0.20808125264469143	0.535326185078762	0.7104854856101068	0.7276269667115204	0.5274801489788987	0.3306115971652838
Effect Labels	jj_rep	C	geraniol	13	13		-7.975376450897473	3.321368861532557	-5.112589673700434	-6.044520752643966	-4.573325250329417	1.5069221350834499	3.9305841573632097	3.85856247519372	-1.700473840580981	-0.619442826479443	jj_probe	0.21888285063256122	0.6071713964898139	0.35336013585424	0.286343247815589	0.20808125264469143	0.535326185078762	0.7104854856101068	0.7276269667115204	0.5274801489788987	0.3306115971652838
Effect Labels	jj_rep	C	geraniol	13	13		-7.975376450897473	3.321368861532557	-5.112589673700434	-6.044520752643966	-4.573325250329417	1.5069221350834499	3.9305841573632097	3.85856247519372	-1.700473840580981	-0.619442826479443	jj_probe	0.21888285063256122	0.6071713964898139	0.35336013585424	0.286343247815589	0.20808125264469143	0.535326185078762	0.7104854856101068	0.7276269667115204	0.5274801489788987	0.3306115971652838
Effect Labels	jj_rep	C	geraniol	13	13		-7.975376450897473	3.321368861532557	-5.112589673700434	-6.044520752643966	-4.573325250329417	1.5069221350834499	3.9305841573632097	3.85856247519372	-1.700473840580981	-0.619442826479443	jj_probe	0.21888285063256122	0.6071713964898139	0.35336013585424	0.286343247815589	0.20808125264469143	0.535326185078762	0.7104854856101068	0.7276269667115204	0.5274801489788987	0.3306115971652838
